Rang,Abs. Frekv.,Promille,Kumulert,Ord
839,1585,0.11,634.21,vente
840,1584,0.11,634.31,blev
841,1584,0.11,634.42,ingenting
842,1583,0.11,634.53,omfatter
843,1582,0.11,634.64,pengene
844,1582,0.11,634.75,økte
845,1580,0.11,634.86,koster
846,1580,0.11,634.96,slett
847,1575,0.11,635.07,problemet
848,1574,0.11,635.18,1990
849,1573,0.11,635.29,møtet
850,1571,0.11,635.4,samfunnet
851,1566,0.11,635.5,fører
852,1566,0.11,635.61,tilgang
853,1565,0.11,635.72,sektor
854,1563,0.11,635.82,april
855,1558,0.11,635.93,råd
856,1556,0.11,636.04,fortsetter
857,1550,0.11,636.14,skole
858,1545,0.11,636.25,slår
859,1544,0.11,636.36,35
860,1540,0.11,636.46,96
861,1540,0.11,636.57,opptatt
862,1538,0.11,636.67,an
863,1538,0.11,636.78,dollar
864,1537,0.11,636.88,no
865,1535,0.11,636.99,clinton
866,1535,0.11,637.09,it
867,1531,0.1,637.2,fornøyd
868,1531,0.1,637.3,vanlige
869,1527,0.1,637.41,internet
870,1526,0.1,637.51,nu
871,1524,0.1,637.62,ført
872,1524,0.1,637.72,gangen
873,1522,0.1,637.83,arbeider
874,1521,0.1,637.93,harald
875,1520,0.1,638.03,anders
876,1520,0.1,638.14,bidra
877,1520,0.1,638.24,utdanning
878,1516,0.1,638.35,kvinne
879,1516,0.1,638.45,trodde
880,1514,0.1,638.55,mill
881,1513,0.1,638.66,l
882,1510,0.1,638.76,eit
883,1509,0.1,638.87,frode
884,1508,0.1,638.97,hundre
885,1505,0.1,639.07,advokat
886,1503,0.1,639.17,lover
887,1503,0.1,639.28,totalt
888,1501,0.1,639.38,skyldes
889,1500,0.1,639.48,følgende
890,1499,0.1,639.59,kapittel
891,1497,0.1,639.69,øker
892,1492,0.1,639.79,stiller
893,1491,0.1,639.89,dreier
894,1489,0.1,640,elektronisk
895,1481,0.1,640.1,finnmark
896,1480,0.1,640.2,frankrike
897,1479,0.1,640.3,fort
898,1477,0.1,640.4,klokken
899,1475,0.1,640.5,fortalte
900,1475,0.1,640.6,spurte
901,1473,0.1,640.7,eventuelt
902,1473,0.1,640.8,skrevet
903,1470,0.1,640.91,johan
904,1469,0.1,641.01,c
905,1469,0.1,641.11,tom
906,1468,0.1,641.21,britiske
907,1466,0.1,641.31,skade
908,1465,0.1,641.41,tilgjengelig
909,1464,0.1,641.51,hører
910,1462,0.1,641.61,selvfølgelig
911,1461,0.1,641.71,enige
912,1461,0.1,641.81,mine
913,1460,0.1,641.91,plutselig
914,1460,0.1,642.01,seier
915,1458,0.1,642.11,administrerende
916,1458,0.1,642.21,publikum
917,1457,0.1,642.31,avgjørende
918,1457,0.1,642.41,én
919,1454,0.1,642.51,interesser
920,1453,0.1,642.61,brukte
921,1453,0.1,642.71,mistet
922,1452,0.1,642.81,død
923,1451,0.1,642.91,adgang
924,1450,0.1,643.01,faren
925,1449,0.1,643.11,resultat
926,1448,0.1,643.2,fri
927,1446,0.1,643.3,målet
928,1444,0.1,643.4,krigen
929,1442,0.1,643.5,400
930,1437,0.1,643.6,tyder
931,1435,0.1,643.7,opplyste
932,1428,0.1,643.8,frå
933,1428,0.1,643.89,pass
934,1427,0.1,643.99,bedriften
935,1426,0.1,644.09,arbeide
936,1425,0.1,644.19,høre
937,1425,0.1,644.28,jfr
938,1425,0.1,644.38,syn
939,1418,0.1,644.48,utgangspunktet
940,1416,0.1,644.58,legges
941,1414,0.1,644.67,slått
942,1413,0.1,644.77,300
943,1410,0.1,644.87,redd
944,1409,0.1,644.96,snakker
945,1407,0.1,645.06,regjeringens
946,1406,0.1,645.16,fred
947,1405,0.1,645.25,skrev
948,1404,0.1,645.35,gjeldende
949,1404,0.1,645.45,historie
950,1400,0.1,645.54,sende
951,1398,0.1,645.64,fare
952,1397,0.1,645.73,umulig
953,1394,0.1,645.83,j
954,1393,0.1,645.92,venstre
955,1392,0.1,646.02,skaffe
956,1391,0.1,646.11,visst
957,1390,0.1,646.21,satser
958,1389,0.1,646.3,bor
959,1388,0.1,646.4,moderne
960,1388,0.1,646.5,nærmest
961,1387,0.1,646.59,leve
962,1387,0.1,646.69,mening
963,1386,0.09,646.78,fortelle
964,1385,0.09,646.88,29
965,1385,0.09,646.97,førte
966,1383,0.09,647.06,kvinnen
967,1383,0.09,647.16,partene
968,1383,0.09,647.25,unna
969,1381,0.09,647.35,spesielle
970,1380,0.09,647.44,lys
971,1380,0.09,647.54,muligheten
972,1380,0.09,647.63,velge
973,1378,0.09,647.73,carl
974,1378,0.09,647.82,r
975,1378,0.09,647.92,tenker
976,1377,0.09,648.01,planer
977,1377,0.09,648.1,stund
978,1376,0.09,648.2,venter
979,1374,0.09,648.29,and
980,1373,0.09,648.39,høsten
981,1373,0.09,648.48,inntekt
982,1373,0.09,648.58,løsninger
983,1372,0.09,648.67,øynene
984,1371,0.09,648.76,familien
985,1370,0.09,648.86,90
986,1370,0.09,648.95,ni
987,1369,0.09,649.05,tas
988,1368,0.09,649.14,person
989,1365,0.09,649.23,teknologi
990,1364,0.09,649.33,midt
991,1362,0.09,649.42,mangler
992,1361,0.09,649.51,anledning
993,1360,0.09,649.61,sikte
994,1359,0.09,649.7,john
995,1358,0.09,649.79,besøk
996,1357,0.09,649.89,jf
997,1355,0.09,649.98,relativt
998,1355,0.09,650.07,tilfeller
999,1354,0.09,650.16,reiser
1000,1351,0.09,650.26,hjelpe
1001,1349,0.09,650.35,nrk
1002,1348,0.09,650.44,selge
1003,1344,0.09,650.53,bildet
1004,1344,0.09,650.63,soldater
1005,1340,0.09,650.72,uken
1006,1338,0.09,650.81,mig
1007,1338,0.09,650.9,utgangspunkt
1008,1337,0.09,650.99,utvikle
1009,1336,0.09,651.08,vekst
1010,1335,0.09,651.18,2000
1011,1335,0.09,651.27,grupper
1012,1334,0.09,651.36,visse
1013,1331,0.09,651.45,alternativ
1014,1331,0.09,651.54,sider
1015,1329,0.09,651.63,computerworld
1016,1329,0.09,651.72,gruppe
1017,1329,0.09,651.81,åpnet
1018,1328,0.09,651.9,kommunen
1019,1327,0.09,652,behovet
1020,1326,0.09,652.09,maskiner
1021,1326,0.09,652.18,spennende
1022,1325,0.09,652.27,retning
1023,1324,0.09,652.36,støtter
1024,1323,0.09,652.45,juli
1025,1322,0.09,652.54,gruppen
1026,1321,0.09,652.63,periode
1027,1320,0.09,652.72,be
1028,1319,0.09,652.81,generelt
1029,1319,0.09,652.9,hardt
1030,1319,0.09,652.99,solgt
1031,1317,0.09,653.08,lettere
1032,1316,0.09,653.17,hånd
1033,1315,0.09,653.26,avhengig
1034,1315,0.09,653.35,militære
1035,1314,0.09,653.44,aktuelle
1036,1314,0.09,653.53,olav
1037,1314,0.09,653.62,utsatt
1038,1312,0.09,653.71,måned
1039,1311,0.09,653.8,røde
1040,1309,0.09,653.89,tenkt
1041,1303,0.09,653.98,kraft
1042,1302,0.09,654.07,einar
1043,1300,0.09,654.16,aktuelt
1044,1300,0.09,654.25,andersen
1045,1300,0.09,654.34,bill
1046,1299,0.09,654.43,høst
1047,1298,0.09,654.52,server
1048,1295,0.09,654.61,langs
1049,1293,0.09,654.69,lo
1050,1292,0.09,654.78,fengsel
1051,1292,0.09,654.87,ledelsen
1052,1287,0.09,654.96,altfor
1053,1285,0.09,655.05,huset
1054,1284,0.09,655.14,økning
1055,1281,0.09,655.22,hørte
1056,1280,0.09,655.31,økonomi
1057,1279,0.09,655.4,medlem
1058,1277,0.09,655.49,time
1059,1276,0.09,655.57,ansvarlig
1060,1276,0.09,655.66,forholdene
1061,1276,0.09,655.75,kundene
1062,1276,0.09,655.84,årsaken
1063,1274,0.09,655.92,hevdet
1064,1274,0.09,656.01,rapport
1065,1273,0.09,656.1,drive
1066,1271,0.09,656.18,bord
1067,1270,0.09,656.27,london
1068,1269,0.09,656.36,skrive
1069,1267,0.09,656.45,lever
1070,1265,0.09,656.53,alder
1071,1264,0.09,656.62,gud
1072,1264,0.09,656.71,område
1073,1263,0.09,656.79,begynnelsen
1074,1261,0.09,656.88,fremtiden
1075,1261,0.09,656.97,kompetanse
1076,1261,0.09,657.05,statsråd
1077,1257,0.09,657.14,samfunn
1078,1256,0.09,657.22,hagen
1079,1255,0.09,657.31,daglig
1080,1254,0.09,657.4,oracle
1081,1254,0.09,657.48,stortingets
1082,1252,0.09,657.57,galt
1083,1249,0.09,657.65,75
1084,1249,0.09,657.74,ettermiddag
1085,1248,0.09,657.82,jeltsin
1086,1245,0.09,657.91,driver
1087,1244,0.09,657.99,ligge
1088,1244,0.09,658.08,nordmenn
1089,1243,0.09,658.17,perioden
1090,1242,0.09,658.25,fullstendig
1091,1241,0.09,658.34,by
1092,1241,0.09,658.42,meste
1093,1241,0.09,658.51,os
1094,1240,0.08,658.59,nettverk
1095,1239,0.08,658.68,danske
1096,1238,0.08,658.76,gratis
1097,1235,0.08,658.84,lot
1098,1233,0.08,658.93,europeiske
1099,1233,0.08,659.01,glede
1100,1233,0.08,659.1,vedkommende
1101,1232,0.08,659.18,kritikk
1102,1230,0.08,659.27,foreslår
1103,1230,0.08,659.35,larsen
1104,1230,0.08,659.44,redusere
1105,1228,0.08,659.52,hansen
1106,1228,0.08,659.6,syv
1107,1228,0.08,659.69,tromsø
1108,1226,0.08,659.77,statsministeren
1109,1226,0.08,659.86,styret
1110,1224,0.08,659.94,følte
1111,1224,0.08,660.02,skatt
1112,1221,0.08,660.11,forskning
1113,1221,0.08,660.19,spør
1114,1219,0.08,660.28,består
1115,1218,0.08,660.36,klarer
1116,1218,0.08,660.44,tall
1117,1218,0.08,660.53,voksne
1118,1214,0.08,660.61,bilde
1119,1214,0.08,660.69,kreve
1120,1213,0.08,660.77,teknisk
1121,1210,0.08,660.86,45
1122,1210,0.08,660.94,rettet
1123,1209,0.08,661.02,forhandlingene
1124,1208,0.08,661.11,elektroniske
1125,1207,0.08,661.19,morten
1126,1206,0.08,661.27,begynne
1127,1206,0.08,661.35,vurdering
1128,1205,0.08,661.44,bilder
1129,1205,0.08,661.52,politikere
1130,1204,0.08,661.6,forstår
1131,1204,0.08,661.68,ønske
1132,1203,0.08,661.77,reiste
1133,1202,0.08,661.85,personlig
1134,1202,0.08,661.93,selskap
1135,1201,0.08,662.01,brukerne
1136,1200,0.08,662.1,hverken
1137,1199,0.08,662.18,forhandlinger
1138,1199,0.08,662.26,nord
1139,1198,0.08,662.34,bedt
1140,1198,0.08,662.43,sterkere
1141,1196,0.08,662.51,kjøre
1142,1195,0.08,662.59,bergens
1143,1195,0.08,662.67,thorbjørn
1144,1194,0.08,662.75,oversikt
1145,1193,0.08,662.83,oppgave
1146,1193,0.08,662.92,utvalgets
1147,1189,0.08,663,lengre
1148,1189,0.08,663.08,utgjør
1149,1188,0.08,663.16,sikker
1150,1187,0.08,663.24,bekrefter
1151,1186,0.08,663.32,dels
1152,1186,0.08,663.4,styre
1153,1184,0.08,663.49,tekniske
1154,1183,0.08,663.57,sent
1155,1178,0.08,663.65,oppe
1156,1178,0.08,663.73,øvrige
1157,1177,0.08,663.81,foreligger
1158,1177,0.08,663.89,klarte
1159,1176,0.08,663.97,gjennomført
1160,1175,0.08,664.05,kastet
1161,1173,0.08,664.13,løse
1162,1173,0.08,664.21,settes
1163,1173,0.08,664.29,tusen
1164,1172,0.08,664.37,rimelig
1165,1171,0.08,664.45,normalt
1166,1171,0.08,664.53,rapporten
1167,1171,0.08,664.61,styrker
1168,1170,0.08,664.69,velger
1169,1169,0.08,664.77,32
1170,1168,0.08,664.85,forstå
1171,1168,0.08,664.93,parti
1172,1168,0.08,665.01,problemene
1173,1167,0.08,665.09,1989
1174,1167,0.08,665.17,omtrent
1175,1164,0.08,665.25,delta
1176,1164,0.08,665.33,hørt
1177,1164,0.08,665.41,nummer
1178,1163,0.08,665.49,navnet
1179,1161,0.08,665.57,dømt
1180,1161,0.08,665.65,representanter
1181,1160,0.08,665.73,delvis
1182,1159,0.08,665.81,oppgaver
1183,1157,0.08,665.89,tyske
1184,1156,0.08,665.97,d
1185,1156,0.08,666.05,nevnt
1186,1154,0.08,666.13,film
1187,1153,0.08,666.21,mat
1188,1152,0.08,666.29,gunhild
1189,1152,0.08,666.36,rent
1190,1151,0.08,666.44,unngå
1191,1150,0.08,666.52,beskjed
1192,1150,0.08,666.6,kilometer
1193,1150,0.08,666.68,kommisjonen
1194,1148,0.08,666.76,lese
1195,1147,0.08,666.84,begrenset
1196,1147,0.08,666.92,bil
1197,1146,0.08,666.99,storbritannia
1198,1145,0.08,667.07,grensen
1199,1144,0.08,667.15,politi
1200,1143,0.08,667.23,fly
1201,1140,0.08,667.31,angrep
1202,1140,0.08,667.39,digital
1203,1138,0.08,667.46,faller
1204,1131,0.08,667.54,olsen
1205,1131,0.08,667.62,tabell
1206,1130,0.08,667.7,lære
1207,1128,0.08,667.77,je
1208,1128,0.08,667.85,tak
1209,1126,0.08,667.93,makt
1210,1126,0.08,668,rød-larsen
1211,1125,0.08,668.08,1997
1212,1125,0.08,668.16,grunnen
1213,1125,0.08,668.24,kommunene
1214,1125,0.08,668.31,professor
1215,1125,0.08,668.39,samarbeidet
1216,1124,0.08,668.47,tekst
1217,1123,0.08,668.54,ber
1218,1123,0.08,668.62,erfaring
1219,1123,0.08,668.7,systemer
1220,1122,0.08,668.78,høye
1221,1122,0.08,668.85,stemme
1222,1119,0.08,668.93,jul
1223,1116,0.08,669.01,ressurser
1224,1115,0.08,669.08,bordet
1225,1115,0.08,669.16,karl
1226,1114,0.08,669.23,valgte
1227,1113,0.08,669.31,sannsynligvis
1228,1113,0.08,669.39,utlandet
1229,1110,0.08,669.46,innsats
1230,1109,0.08,669.54,bygger
1231,1109,0.08,669.62,hindre
1232,1109,0.08,669.69,inntrykk
1233,1109,0.08,669.77,israelske
1234,1108,0.08,669.84,nærmeste
1235,1107,0.08,669.92,bank
1236,1105,0.08,669.99,alvor
1237,1105,0.08,670.07,ledelse
1238,1104,0.08,670.15,alvorlige
1239,1104,0.08,670.22,kina
1240,1104,0.08,670.3,rune
1241,1104,0.08,670.37,verktøy
1242,1103,0.08,670.45,poeng
1243,1103,0.08,670.52,skulde
1244,1103,0.08,670.6,straks
1245,1102,0.08,670.68,bygget
1246,1102,0.08,670.75,fritt
1247,1099,0.08,670.83,fordel
1248,1099,0.08,670.9,internasjonal
1249,1098,0.08,670.98,melder
1250,1096,0.08,671.05,pedersen
1251,1095,0.08,671.13,amerikansk
1252,1094,0.07,671.2,ansiktet
1253,1093,0.07,671.28,stavanger
1254,1090,0.07,671.35,behandlet
1255,1090,0.07,671.43,fortsatte
1256,1088,0.07,671.5,kilder
1257,1087,0.07,671.58,op
1258,1087,0.07,671.65,venner
1259,1086,0.07,671.72,novell
1260,1086,0.07,671.8,prøve
1261,1086,0.07,671.87,sentralt
1262,1086,0.07,671.95,type
1263,1085,0.07,672.02,eier
1264,1085,0.07,672.1,rolf
1265,1084,0.07,672.17,jon
1266,1084,0.07,672.24,program
1267,1084,0.07,672.32,vedtak
1268,1082,0.07,672.39,utgifter
1269,1081,0.07,672.47,tur
1270,1080,0.07,672.54,pcer
1271,1079,0.07,672.62,skader
1272,1077,0.07,672.69,lik
1273,1077,0.07,672.76,linje
1274,1077,0.07,672.84,nivå
1275,1077,0.07,672.91,åpner
1276,1075,0.07,672.98,drift
1277,1075,0.07,673.06,ordningen
1278,1073,0.07,673.13,applikasjoner
1279,1073,0.07,673.2,intel
1280,1073,0.07,673.28,øvrig
1281,1072,0.07,673.35,møtte
1282,1072,0.07,673.43,sommer
1283,1071,0.07,673.5,justisdepartementet
1284,1070,0.07,673.57,berg
1285,1070,0.07,673.65,kravet
1286,1066,0.07,673.72,interessert
1287,1066,0.07,673.79,punkt
1288,1066,0.07,673.86,universitetet
1289,1065,0.07,673.94,handler
1290,1063,0.07,674.01,sommeren
1291,1061,0.07,674.08,presidenten
1292,1060,0.07,674.16,fulgte
1293,1060,0.07,674.23,halv
1294,1059,0.07,674.3,trekker
1295,1058,0.07,674.37,150
1296,1056,0.07,674.45,opplyst
1297,1055,0.07,674.52,midler
1298,1055,0.07,674.59,vedtatt
1299,1054,0.07,674.66,punktum
1300,1053,0.07,674.74,kommentar
1301,1050,0.07,674.81,lyst
1302,1048,0.07,674.88,formann
1303,1048,0.07,674.95,kontor
1304,1047,0.07,675.02,absolutt
1305,1047,0.07,675.09,skyld
1306,1045,0.07,675.17,flyet
1307,1043,0.07,675.24,historien
1308,1043,0.07,675.31,politikammer
1309,1042,0.07,675.38,knapt
1310,1042,0.07,675.45,representerer
1311,1042,0.07,675.52,sånn
1312,1040,0.07,675.59,kap
1313,1040,0.07,675.67,rene
1314,1040,0.07,675.74,skikkelig
1315,1040,0.07,675.81,verken
1316,1039,0.07,675.88,aviser
1317,1039,0.07,675.95,interessant
1318,1038,0.07,676.02,halvparten
1319,1037,0.07,676.09,ansatt
1320,1037,0.07,676.16,krig
1321,1034,0.07,676.23,pensjon
1322,1033,0.07,676.31,foretatt
1323,1032,0.07,676.38,frykter
1324,1031,0.07,676.45,bestemte
1325,1031,0.07,676.52,trakk
1326,1029,0.07,676.59,planen
1327,1029,0.07,676.66,virke
1328,1027,0.07,676.73,engang
1329,1027,0.07,676.8,hente
1330,1027,0.07,676.87,kaller
1331,1026,0.07,676.94,konkurranse
1332,1026,0.07,677.01,menneske
1333,1025,0.07,677.08,debatten
1334,1025,0.07,677.15,talsmann
1335,1024,0.07,677.22,banen
1336,1023,0.07,677.29,vilde
1337,1022,0.07,677.36,løp
1338,1022,0.07,677.43,syntes
1339,1022,0.07,677.5,typer
1340,1021,0.07,677.57,debatt
1341,1021,0.07,677.64,forsøkte
1342,1020,0.07,677.71,merke
1343,1020,0.07,677.78,moskva
1344,1020,0.07,677.85,sitte
1345,1019,0.07,677.92,ivar
1346,1019,0.07,677.99,tydelig
1347,1019,0.07,678.06,vekk
1348,1018,0.07,678.13,bestemmelser
1349,1018,0.07,678.2,konsekvenser
1350,1018,0.07,678.27,skaper
1351,1017,0.07,678.34,kvelden
1352,1017,0.07,678.41,pål
1353,1016,0.07,678.48,nils
1354,1016,0.07,678.55,tjener
1355,1013,0.07,678.62,barnet
1356,1013,0.07,678.69,espen
1357,1012,0.07,678.76,benyttes
1358,1012,0.07,678.83,foreta
1359,1011,0.07,678.9,gutten
1360,1010,0.07,678.96,presset
1361,1010,0.07,679.03,snakk
1362,1009,0.07,679.1,dagene
1363,1009,0.07,679.17,prøver
1364,1006,0.07,679.24,tor
1365,1004,0.07,679.31,bedriftene
1366,1003,0.07,679.38,befolkningen
1367,1003,0.07,679.45,selskapene
1368,1003,0.07,679.52,verste
1369,1002,0.07,679.58,franske
1370,1001,0.07,679.65,indre
1371,1000,0.07,679.72,nbsp
1372,1000,0.07,679.79,søke
1373,999,0.07,679.86,foreldre
1374,997,0.07,679.93,måter
1375,997,0.07,680,spill
1376,997,0.07,680.06,stemmer
1377,996,0.07,680.13,martin
1378,995,0.07,680.2,nødvendige
1379,994,0.07,680.27,liker
1380,993,0.07,680.34,filmen
1381,993,0.07,680.4,hp
1382,993,0.07,680.47,prisene
1383,993,0.07,680.54,åpen
1384,992,0.07,680.61,organisasjoner
1385,991,0.07,680.68,klubben
1386,990,0.07,680.74,miljø
1387,990,0.07,680.81,tilby
1388,989,0.07,680.88,hvite
1389,987,0.07,680.95,forsvaret
1390,987,0.07,681.02,trukket
1391,986,0.07,681.08,flest
1392,985,0.07,681.15,betalt
1393,984,0.07,681.22,regnet
1394,983,0.07,681.29,eg
1395,983,0.07,681.35,press
1396,983,0.07,681.42,slippe
1397,983,0.07,681.49,svarer
1398,982,0.07,681.55,apple
1399,981,0.07,681.62,stein
1400,979,0.07,681.69,politikerne
1401,978,0.07,681.76,holdning
1402,978,0.07,681.82,resultater
1403,978,0.07,681.89,vinne
1404,977,0.07,681.96,tidspunkt
1405,976,0.07,682.02,kvartal
1406,976,0.07,682.09,skritt
1407,975,0.07,682.16,berge
1408,975,0.07,682.22,helgen
1409,974,0.07,682.29,jens
1410,974,0.07,682.36,kurs
1411,973,0.07,682.42,tonn
1412,971,0.07,682.49,rettigheter
1413,971,0.07,682.56,senterpartiet
1414,971,0.07,682.62,utstyr
1415,970,0.07,682.69,utenlandske
1416,970,0.07,682.76,utenriksminister
1417,969,0.07,682.82,håp
1418,969,0.07,682.89,oppnå
1419,968,0.07,682.96,beregnet
1420,968,0.07,683.02,kostnader
1421,968,0.07,683.09,omsetning
1422,965,0.07,683.16,1988
1423,965,0.07,683.22,fjerde
1424,965,0.07,683.29,hvilket
1425,965,0.07,683.35,lotus
1426,965,0.07,683.42,samarbeide
1427,964,0.07,683.49,konsesjon
1428,963,0.07,683.55,annerledes
1429,963,0.07,683.62,våpen
1430,962,0.07,683.68,produksjon
1431,962,0.07,683.75,selskaper
1432,962,0.07,683.82,tidende
1433,962,0.07,683.88,åpenbart
1434,960,0.07,683.95,oppdaget
1435,960,0.07,684.01,organisasjonen
1436,959,0.07,684.08,raskere
1437,958,0.07,684.14,enig
1438,958,0.07,684.21,http
1439,958,0.07,684.28,verre
1440,957,0.07,684.34,satse
1441,956,0.07,684.41,nordiske
1442,955,0.07,684.47,delen
1443,955,0.07,684.54,sjelden
1444,955,0.07,684.6,spilte
1445,955,0.07,684.67,strid
1446,954,0.07,684.73,avsluttet
1447,954,0.07,684.8,forbi
1448,953,0.07,684.86,betaler
1449,953,0.07,684.93,het
1450,953,0.07,685,in
1451,953,0.07,685.06,ledet
1452,953,0.07,685.13,påpeker
1453,952,0.07,685.19,formål
1454,952,0.07,685.26,standard
1455,952,0.07,685.32,starter
1456,951,0.07,685.39,etablert
1457,951,0.07,685.45,lederen
1458,951,0.07,685.52,vilkår
1459,950,0.07,685.58,petter
1460,950,0.07,685.65,rom
1461,949,0.07,685.71,dessverre
1462,948,0.06,685.78,million
1463,946,0.06,685.84,høyres
1464,945,0.06,685.91,forklarer
1465,945,0.06,685.97,helge
1466,944,0.06,686.04,fremover
1467,944,0.06,686.1,svare
1468,941,0.06,686.17,opplæring
1469,941,0.06,686.23,vilje
1470,940,0.06,686.29,størst
1471,939,0.06,686.36,kirken
1472,938,0.06,686.42,bruken
1473,937,0.06,686.49,manglende
1474,937,0.06,686.55,utk
1475,936,0.06,686.62,regel
1476,934,0.06,686.68,nåværende
1477,934,0.06,686.74,politiets
1478,931,0.06,686.81,kjøper
1479,930,0.06,686.87,sendte
1480,930,0.06,686.94,x
1481,929,0.06,687,endre
1482,929,0.06,687.06,fns
1483,929,0.06,687.13,formiddag
1484,929,0.06,687.19,sjøl
1485,928,0.06,687.25,lignende
1486,928,0.06,687.32,skapt
1487,927,0.06,687.38,33
1488,927,0.06,687.44,flyktninger
1489,926,0.06,687.51,familie
1490,926,0.06,687.57,kommuner
1491,926,0.06,687.63,kunnskap
1492,925,0.06,687.7,musikk
1493,921,0.06,687.76,hordaland
1494,920,0.06,687.82,svein
1495,919,0.06,687.89,arbeidstakere
1496,919,0.06,687.95,kjørte
1497,919,0.06,688.01,preget
1498,919,0.06,688.08,selger
1499,917,0.06,688.14,55
1500,917,0.06,688.2,fiske
1501,917,0.06,688.26,vest
1502,916,0.06,688.33,fungerer
1503,916,0.06,688.39,sosiale
1504,916,0.06,688.45,st
1505,915,0.06,688.52,600
1506,915,0.06,688.58,hendene
1507,914,0.06,688.64,alminnelige
1508,914,0.06,688.7,kjører
1509,913,0.06,688.77,sikret
1510,913,0.06,688.83,sp
1511,913,0.06,688.89,ung
1512,911,0.06,688.95,født
1513,910,0.06,689.02,magne
1514,910,0.06,689.08,ryggen
1515,909,0.06,689.14,natten
1516,909,0.06,689.2,varer
1517,908,0.06,689.27,ledere
1518,908,0.06,689.33,tanken
1519,907,0.06,689.39,bedrift
1520,907,0.06,689.45,kjøpt
1521,907,0.06,689.51,nasjonale
1522,906,0.06,689.58,fotball
1523,906,0.06,689.64,mulighetene
1524,906,0.06,689.7,plan
1525,906,0.06,689.76,www
1526,905,0.06,689.82,våren
1527,904,0.06,689.89,villig
1528,904,0.06,689.95,vold
1529,903,0.06,690.01,benytte
1530,903,0.06,690.07,gjennomføre
1531,903,0.06,690.13,salget
1532,903,0.06,690.2,søker
1533,902,0.06,690.26,compaq
1534,902,0.06,690.32,fart
1535,902,0.06,690.38,hånden
1536,901,0.06,690.44,tett
1537,901,0.06,690.5,york
1538,901,0.06,690.57,økende
1539,900,0.06,690.63,tida
1540,898,0.06,690.69,lager
1541,898,0.06,690.75,tilstrekkelig
1542,896,0.06,690.81,elever
1543,896,0.06,690.87,sikt
1544,896,0.06,690.94,tapt
1545,895,0.06,691,inntekter
1546,894,0.06,691.06,paris
1547,893,0.06,691.12,forsøker
1548,893,0.06,691.18,intet
1549,893,0.06,691.24,lykkes
1550,893,0.06,691.3,utvalg
1551,892,0.06,691.36,bakgrunnen
1552,892,0.06,691.43,minste
1553,891,0.06,691.49,arbeidsmarkedet
1554,891,0.06,691.55,ren
1555,891,0.06,691.61,selskapets
1556,889,0.06,691.67,dyr
1557,889,0.06,691.73,nett
1558,888,0.06,691.79,brundtland
1559,887,0.06,691.85,gjaldt
1560,887,0.06,691.91,leif
1561,887,0.06,691.97,orden
1562,886,0.06,692.03,klient
1563,886,0.06,692.1,media
1564,885,0.06,692.16,vare
1565,884,0.06,692.22,lav
1566,884,0.06,692.28,tillit
1567,884,0.06,692.34,toppen
1568,884,0.06,692.4,unntak
1569,883,0.06,692.46,dekke
1570,882,0.06,692.52,65
1571,882,0.06,692.58,priser
1572,882,0.06,692.64,skadelidte
1573,881,0.06,692.7,boken
1574,881,0.06,692.76,innrømmer
1575,880,0.06,692.82,67
1576,880,0.06,692.88,foreldrene
1577,880,0.06,692.94,generelle
1578,880,0.06,693,kostnadene
1579,878,0.06,693.06,begynt
1580,878,0.06,693.12,stått
1581,877,0.06,693.18,evne
1582,877,0.06,693.24,rosenborg
1583,876,0.06,693.3,andel
1584,876,0.06,693.36,vurderer
1585,875,0.06,693.42,stilt
1586,874,0.06,693.48,undersøkelsen
1587,873,0.06,693.54,tanke
1588,872,0.06,693.6,kreves
1589,871,0.06,693.66,vurdert
1590,870,0.06,693.72,praktisk
1591,870,0.06,693.78,trond
1592,868,0.06,693.84,finland
1593,868,0.06,693.9,samtlige
1594,867,0.06,693.96,endring
1595,867,0.06,694.02,nede
1596,867,0.06,694.08,odd
1597,867,0.06,694.14,slipper
1598,867,0.06,694.2,studenter
1599,866,0.06,694.26,stillinger
1600,865,0.06,694.32,benyttet
1601,865,0.06,694.37,konflikten
1602,864,0.06,694.43,jobbe
1603,863,0.06,694.49,suksess
1604,862,0.06,694.55,grenser
1605,862,0.06,694.61,sjef
1606,861,0.06,694.67,forståelse
1607,861,0.06,694.73,leverandører
1608,861,0.06,694.79,oppfatning
1609,861,0.06,694.85,virkeligheten
1610,861,0.06,694.91,vm
1611,860,0.06,694.97,forøvrig
1612,860,0.06,695.02,hvad
1613,859,0.06,695.08,flertallet
1614,859,0.06,695.14,tungt
1615,858,0.06,695.2,johnsen
